old_nodeid,capability,contract_ids,v2_nodeids,disposition,old_assertions
tests/test_designer_expected.py::test_mux_expected_flows_to_sv,mux 手填期望 → build 断言（引擎）,C-114;C-132,,保留·非GUI,"assert (""==%s)begin"" % W.fmt_bin(wrong, v0.exp_width)) in text；assert blk[1][""n_designer""] == 1；assert ""T0_NEG"" not in text"
tests/test_designer_expected.py::test_mux_expected_in_report,mux 手填期望反映到 report（引擎）,C-114;C-173,,保留·非GUI,"assert tc0[""designer_filled""] is True；assert tc0[""expected""] != tc0[""auto_out""]；assert d0[""exp_src""] == ""designer手填"""
tests/test_designer_expected.py::test_mux_expected_stale_key_dropped,键对不上 → 期望丢弃不张冠李戴（引擎）,C-114,,保留·非GUI,"assert blk[1][""n_designer""] == 0"
tests/test_designer_expected.py::test_gui_mux_expected_editable,mux 期望行可手填 → 存键 → .sv 用它；清空恢复兜底,C-114;C-078,tests/test_ui_truth_model.py::test_c114_mux_keyed_expected_survives_resync;tests/test_ui_truth_model.py::test_c078_c080_c081_exp_and_auto_recompute;tests/test_ui_truth_model.py::test_c078_designer_expected_equal_to_auto_is_recorded,删除·v2已覆盖,"assert exp_it.flags() & QtCore.Qt.ItemIsEditable；assert exp_it.text() == """"；assert w._ti_mux_vecs[0].designer_expected == wrong；assert generator.mux_assign_key(v0.assignments) in w._mux_expected[name_low]；assert (""==%s)begin"" % W.fmt_bin(wrong, v0.exp_width)) in text；assert ""期望已手填 1/"" in w.ti_header.text()；assert w._ti_mux_vecs[0].designer_expected is None；assert not w._mux_expected"
tests/test_designer_expected.py::test_gui_mux_cov_hint_shows_count,选中 mux 信号时用例数提示与手填进度同步,C-133;C-106,tests/test_ui_coverage.py::test_c133_case_count_label;tests/test_ui_c3_integration.py::test_c106_truth_progress_syncs_tab_and_header;tests/test_ui_detail_header.py::test_c106_progress_label_and_diff;tests/test_ui_detail_header.py::test_c106_progress_pushed_from_truth_model;tests/test_ui_truth_model.py::test_c106_fill_progress;tests/test_ui_truth_model.py::test_c106_progress_emitted_after_every_write;tests/test_ui_truth_panel.py::test_c106_progress_signal_forwarded,删除·v2已覆盖,"assert (""当前信号 %d 条"" % n) in w.cov_hint.text()；assert ""期望已手填 1"" in w.cov_hint.text()；assert ""当前信号"" in w.cov_hint.text()；assert (""当前信号 %d 条"" % n) in w.cov_hint.text()"
tests/test_designer_expected.py::test_gui_mux_sig_cov_header_after_exp_edit,mux 单点档下手填期望后头部仍按单点档,C-124;C-147,tests/test_ui_truth_panel.py::test_c124_c125_c126_mux_header_strip;tests/test_ui_coverage.py::test_c147_c149_sig_cov_roundtrip_no_recompute,删除·v2已覆盖,"assert w._sig_cov.get(grp.out_name.lower()) == ""exhaustive""；assert ""覆盖度=穷举·单点"" in w.ti_header.text()；assert (""测试 %d 个"" % n) in w.ti_header.text()"
tests/test_designer_expected.py::test_gui_mux_auto_fill_button,「auto→期望」对 mux 也生效（只填未填）,C-094,tests/test_ui_truth_model.py::test_c089_c085_c094_clear_regen_fill;tests/test_ui_truth_panel.py::test_c089_c094_clear_and_auto_fill_apply_when_confirmed,删除·v2已覆盖,"assert all(v.designer_expected is not None for v in w._ti_mux_vecs)；assert (""期望已手填 %d/%d"" % (n, n)) in w.ti_header.text()；assert len(w._mux_expected[name_low]) == n"
tests/test_designer_expected.py::test_gui_mux_export_csv,mux 导出 CSV 与 logic 同真值表排版,C-139,tests/test_ui_truth_io.py::test_c139_mux_csv_matches_sv_vectors;tests/test_ui_truth_io.py::test_c139_mux_columns_fall_back_without_provider;tests/test_ui_truth_panel.py::test_c136_export_csv_passes_provider_edited_cov;tests/test_ui_truth_panel.py::test_c139_export_says_so_when_mux_product_missing,删除·v2已覆盖,"assert n >= 1；assert w._ti_btns[""导出CSV""].isEnabled()；assert os.path.exists(out)；assert header[0] == ""信号\\测试"" and len(header) == n + 1；assert any(l.startswith(""auto_out"") for l in labels)；assert any(l.startswith(""期望(进.sv)"") for l in labels)；assert any(""(数据)"" in l or ""(控制)"" in l for l in labels)；assert must in labels"
tests/test_designer_expected.py::test_gui_mux_export_csv_includes_negative,mux 导出 CSV 忠于产物：勾了反例就带反例列,C-139,tests/test_ui_truth_io.py::test_c139_mux_csv_matches_sv_vectors;tests/test_ui_truth_io.py::test_c139_mux_columns_fall_back_without_provider;tests/test_ui_truth_panel.py::test_c136_export_csv_passes_provider_edited_cov;tests/test_ui_truth_panel.py::test_c139_export_says_so_when_mux_product_missing,删除·v2已覆盖,"assert sum(1 for v in w._ti_mux_vecs if v.is_negative) == 1；assert len(header) == n_cols + 1；assert any(l.endswith(""_NEG"") for l in header[1:])；assert neg_row.count(""是"") == 1"
tests/test_designer_expected.py::test_gui_mux_expected_persists,mux 手填期望持久化 + .sv 用恢复值,C-114;C-234;C-241,tests/test_ui_truth_model.py::test_c114_mux_keyed_expected_survives_resync;tests/test_ui_state.py::test_c234_load_restores_view_edits_and_checks;tests/test_ui_state.py::test_c238_c239_c240_c241_restore_report,删除·v2已覆盖,"assert w2._mux_expected；assert w2._ti_mux_vecs[0].designer_expected == wrong；assert (""==%s)begin"" % W.fmt_bin(wrong, v0.exp_width)) in text"
tests/test_designer_expected.py::test_gui_column_width_preserved_after_repopulate,手拖列宽重建后保留；换信号恢复自适应,C-108,tests/test_ui_truth_view.py::test_c108_column_width_kept_after_edit_and_insert;tests/test_ui_truth_view.py::test_c108_reload_signal_restores_auto_fit,删除·v2已覆盖,assert not w._ti_user_widths；assert w._ti_user_widths；assert w.ti_table.columnWidth(0) == 222；assert w.ti_table.columnWidth(0) == 222；assert not w._ti_user_widths
tests/test_designer_expected.py::test_gui_column_width_min_size,列有最小宽度,C-108,tests/test_ui_truth_view.py::test_c108_column_width_kept_after_edit_and_insert;tests/test_ui_truth_view.py::test_c108_reload_signal_restores_auto_fit,删除·v2已覆盖,assert w.ti_table.horizontalHeader().minimumSectionSize() >= 44；assert all(w.ti_table.columnWidth(c) >= 44 for c in range(w.ti_table.columnCount()))
tests/test_designer_expected.py::test_gui_mux_column_width_preserved,mux 表同样保留手动列宽,C-108,tests/test_ui_truth_view.py::test_c108_column_width_kept_after_edit_and_insert;tests/test_ui_truth_view.py::test_c108_reload_signal_restores_auto_fit,删除·v2已覆盖,assert w._ti_user_widths；assert w.ti_table.columnWidth(0) == 200
tests/test_mux_wl_gui.py::test_append_to_logic_toggle_gui,全局「logic 输出加尾缀」开关,C-225,tests/test_ui_invariants.py::test_i09_c247_c250_config_schema_frozen;tests/test_ui_migrated_c5a.py::test_c192_c193_c217_import_config_applies_global_block,删除·能力退役(C-225),"assert w.append_to_logic_chk.isChecked()；assert w._opts([""pll_n1""]).append_to_logic is True；assert w._resolver.append_to_logic is True；assert sig.rtl_name == ""pll_n1_to_logic[31:0]""；assert w._resolver.append_to_logic is False；assert w._opts([""pll_n1""]).append_to_logic is False；assert sig.rtl_name == ""pll_n1[31:0]""；assert w._resolver.append_to_logic is True；assert sig.rtl_name == ""pll_n1_to_logic[31:0]"""
tests/test_mux_wl_gui.py::test_append_to_logic_config_roundtrip,append_to_logic 进配置导入导出,C-225;C-190,tests/test_ui_invariants.py::test_i09_c247_c250_config_schema_frozen;tests/test_ui_migrated_c5a.py::test_c192_c193_c217_import_config_applies_global_block;tests/test_ui_export_center.py::test_c190_c191_c192_c193_c194_c195_c247_c250_config_roundtrip;tests/test_ui_export_center.py::test_v1_parity_six_deliverables,删除·能力退役(C-225),"assert cfg[""global""][""append_to_logic""] is False；assert sig.rtl_name == ""pll_n1_to_logic[31:0]""；assert w.append_to_logic_chk.isChecked() is False；assert w._resolver.append_to_logic is False；assert w._opts([""pll_n1""]).append_to_logic is False；assert sig.rtl_name == ""pll_n1[31:0]""；assert w.append_to_logic_chk.isChecked() is True"
tests/test_mux_wl_gui.py::test_export_nets_gui,GUI 导出 nets.txt（可被 scan_rtl 解析、含 mux 探针网）,C-185;C-186,tests/test_ui_c4_integration.py::test_c4_step1_opens_export_center_preselect_nets;tests/test_ui_export_center.py::test_c185_c186_c187_c188_c189_nets_purpose_and_pages;tests/test_ui_export_center.py::test_v1_parity_six_deliverables;tests/test_exports.py::test_c186_nets_by_purpose_three_cats;tests/test_exports.py::test_c186_nets_by_purpose_guessed_is_not_empty_on_wl,删除·v2已覆盖,"assert sig.rtl_name == ""pll_n1[31:0]""；assert out.exists()；assert nets, ""nets.txt 应非空""；assert mux_bases & set(nets), ""应导出 mux 输出探针网（mux 三类网并入）""；assert sig.rtl_name == ""pll_n1[31:0]"""
tests/test_mux_wl_gui.py::test_level_shift_prefix_hint_gui,level_shift 顶层 _ls 口在探针前缀列有提示、无需配置,C-019,tests/test_ui_signal_list.py::test_c019_prefix_cell_marks_level_shift_port,删除·v2已覆盖,"assert ""level_shift"" in refbuf_txt and ""d_en_refbuf_ls"" in refbuf_txt；assert ""level_shift"" not in _prefix_text(""d_plain"")"
tests/test_mux_wl_gui.py::test_wl_gui_all_mux_groups_present,5 个 mux 组混排进清单、type=mux,C-012,tests/test_ui_signal_list.py::test_c012_kind_column_labels,删除·v2已覆盖,"assert len(mux_groups) == 5；assert bases == {""d_wl_rf_lna_gain"", ""d_wl_rf_bwctrl"", ""d_wl_rf_tx_bwctrl"", ""d_wl_rf_tx_rc_code"", ""d_wl_rf_dpd_path""}"
tests/test_mux_wl_gui.py::test_wl_gui_status_bare_probe,top_out=0 且没配前缀 → 状态 bare-probe 且不阻断,C-016,tests/test_analysis_norm_c0.py::test_c016_status_detail_keys_match_terms;tests/test_analysis_norm_c0.py::test_c016_status_detail_eight_grades;tests/test_analysis_norm_c0.py::test_c016_status_detail_probe_prefix_clears_bare_probe;tests/test_analysis_norm_c0.py::test_c016_status_detail_never_reads_issue_text;tests/test_ui_c4_integration.py::test_c4_reason_block_go_diag_opens_drawer_at_symptom;tests/test_ui_signal_list.py::test_c015_c016_click_status_expands_reason_row;tests/test_ui_signal_list.py::test_c016_status_tooltip_covers_eight_grades,删除·v2已覆盖,"assert st == ""bare-probe"", ""%s 状态应为 bare-probe，实际 %s"" % (base, st)；assert w._analysis[i][""blocking""] is False"
tests/test_mux_wl_gui.py::test_wl_gui_status_column_info_blue_not_red,状态列「输出裸名·已生成」信息色蓝 + tooltip 全文,C-014;C-016,tests/test_ui_signal_list.py::test_c014_status_column_four_tones;tests/test_analysis_norm_c0.py::test_c016_status_detail_keys_match_terms;tests/test_analysis_norm_c0.py::test_c016_status_detail_eight_grades;tests/test_analysis_norm_c0.py::test_c016_status_detail_probe_prefix_clears_bare_probe;tests/test_analysis_norm_c0.py::test_c016_status_detail_never_reads_issue_text;tests/test_ui_c4_integration.py::test_c4_reason_block_go_diag_opens_drawer_at_symptom;tests/test_ui_signal_list.py::test_c015_c016_click_status_expands_reason_row;tests/test_ui_signal_list.py::test_c016_status_tooltip_covers_eight_grades,删除·v2已覆盖,"assert cell.text() == G.STATUS_LABEL[""bare-probe""]；assert cell.foreground().color() == QtGui.QColor(""#2a7ab0"")；assert ""scan_rtl"" in cell.toolTip()"
tests/test_mux_wl_gui.py::test_wl_gui_status_prefix_configured_clean,配好探针前缀后状态转 clean,C-016;C-200,tests/test_analysis_norm_c0.py::test_c016_status_detail_keys_match_terms;tests/test_analysis_norm_c0.py::test_c016_status_detail_eight_grades;tests/test_analysis_norm_c0.py::test_c016_status_detail_probe_prefix_clears_bare_probe;tests/test_analysis_norm_c0.py::test_c016_status_detail_never_reads_issue_text;tests/test_ui_c4_integration.py::test_c4_reason_block_go_diag_opens_drawer_at_symptom;tests/test_ui_signal_list.py::test_c015_c016_click_status_expands_reason_row;tests/test_ui_signal_list.py::test_c016_status_tooltip_covers_eight_grades;tests/test_ui_diagnostics.py::test_c200_c201_c202_c203_c204_c205_prefix_editor_roundtrip_and_keeps_checks,删除·v2已覆盖,"assert w._analysis[i][""status""] == ""clean"""
tests/test_mux_wl_gui.py::test_wl_gui_reg_ctrl_role,mux 输入表控制行角色「寄存器直出 / 线控」,C-060,tests/test_analysis_norm_c0.py::test_c060_an_ctrl_keys_missing;tests/test_inputs_table.py::test_c060_mux_ctrl_binding_and_missing_keys;tests/test_topout.py::test_c060_mux_ctrl_has_binding;tests/test_ui_side_panel.py::test_c060_mux_control_roles_split_by_source,删除·v2已覆盖,"assert w.ti_inputs.rowCount() > 0；assert any(""寄存器直出"" in x for x in roles), roles；assert ""B"" in letters, letters；assert any(""线控"" in x for x in roles), roles"
tests/test_mux_wl_gui.py::test_wl_gui_multi_ctrl_rows,多控制 mux：2 个控制行 + 上游 mux 配方行,C-060,tests/test_analysis_norm_c0.py::test_c060_an_ctrl_keys_missing;tests/test_inputs_table.py::test_c060_mux_ctrl_binding_and_missing_keys;tests/test_topout.py::test_c060_mux_ctrl_has_binding;tests/test_ui_side_panel.py::test_c060_mux_control_roles_split_by_source,删除·v2已覆盖,"assert n_ctrl >= 2, roles；assert any(""上游mux配方"" in x for x in roles), roles；assert any(""经上游mux"" in x for x in roles), roles"
tests/test_mux_wl_gui.py::test_wl_gui_header_multi_ctrl_desc,"多控制 mux 头部 case 描述 {c1,c2}",C-124,tests/test_ui_truth_panel.py::test_c124_c125_c126_mux_header_strip,删除·v2已覆盖,"assert ""{d_wl_rf_rc_code_lut_en,d_wl_rf_bwctrl}"" in txt, txt；assert ""无另一条控制路径概念"" in w.ti_header.text()"
tests/test_mux_wl_gui.py::test_wl_gui_cascade_truth_table_rendered,mux 级联组真值表照常渲染,C-073,tests/test_ui_truth_model.py::test_c073_c074_c077_shape_rows_are_inputs_plus_auto_plus_exp,删除·v2已覆盖,"assert w._ti_mux_sig is grp；assert w.ti_table.columnCount() > 0, ""级联组真值表应渲染出向量列""；assert w.ti_table.rowCount() > 0；assert ""无法生成测试"" not in w.ti_header.text()；assert ""互异值分配失败"" not in w.ti_header.text()"
tests/test_mux_wl_gui.py::test_per_signal_suffix_override_gui,本信号「探尾缀网」单点开关,C-226,tests/test_ui_invariants.py::test_i09_c247_c250_config_schema_frozen,删除·能力退役(C-226),"assert w.suffix_chk.isEnabled()；assert w.suffix_chk.isChecked() is False；assert grp.rtl_name == ""d_wl_rf_lna_gain[2:0]""；assert grp.rtl_name == ""d_wl_rf_lna_gain_to_logic[2:0]""；assert w._suffix_override.get(key) is True；assert w._opts([""d_wl_rf_lna_gain""]).suffix_override.get(key) is True；assert grp.rtl_name == ""d_wl_rf_lna_gain[2:0]""；assert key not in w._suffix_override"
tests/test_mux_wl_gui.py::test_append_to_mux_global_drives_default,全局「mux 加尾缀」开关驱动单点默认,C-225;C-226,tests/test_ui_invariants.py::test_i09_c247_c250_config_schema_frozen;tests/test_ui_migrated_c5a.py::test_c192_c193_c217_import_config_applies_global_block,删除·能力退役(C-225/C-226),"assert w.append_to_mux_chk.isChecked() is False；assert w.suffix_chk.isChecked() is False；assert grp.rtl_name == ""d_wl_rf_lna_gain[2:0]""；assert grp.rtl_name == ""d_wl_rf_lna_gain_to_logic[2:0]""；assert w.suffix_chk.isChecked() is True；assert grp.rtl_name == ""d_wl_rf_lna_gain_to_logic[2:0]"""
tests/test_mux_wl_gui.py::test_suffix_setting_does_not_freeze_coverage,设尾缀不把信号变成自定义、不冻结覆盖度,C-226,tests/test_ui_invariants.py::test_i09_c247_c250_config_schema_frozen,删除·能力退役(C-226),"assert key in w._suffix_override；assert key not in w._customized；assert key not in w._sig_cov；assert w._sig_cov_collapsed(grp) == ""min""；assert w._sig_cov_collapsed(grp) == ""exhaustive"""
tests/test_mux_wl_gui.py::test_wl_gui_lna_gain_truth_table,寄存器直出控制的 mux 组真值表渲染,C-073,tests/test_ui_truth_model.py::test_c073_c074_c077_shape_rows_are_inputs_plus_auto_plus_exp,删除·v2已覆盖,assert w.ti_table.columnCount() > 0；assert w.ti_table.rowCount() > 0
tests/test_mux_wl_gui.py::test_wl_gui_filter_text_no_crash,搜索框对 mux 组不崩,C-030,tests/test_ui_filter_bar.py::test_c030_c031_regex_search_reports_visible_and_by_input,删除·v2已覆盖,assert not w.table.isRowHidden(row)
tests/test_mux_wl_gui.py::test_wl_gui_filter_by_input_name,按输入信号名搜索能命中 mux 组,C-030;C-031,tests/test_ui_filter_bar.py::test_c030_c031_regex_search_reports_visible_and_by_input,删除·v2已覆盖,assert not w.table.isRowHidden(row)
tests/test_mux_wl_gui.py::test_lpbt_gui_unchanged,LPBT 表信号数/状态/输入表角色不变,C-012;C-060;C-061,tests/test_ui_signal_list.py::test_c012_kind_column_labels;tests/test_analysis_norm_c0.py::test_c060_an_ctrl_keys_missing;tests/test_inputs_table.py::test_c060_mux_ctrl_binding_and_missing_keys;tests/test_topout.py::test_c060_mux_ctrl_has_binding;tests/test_ui_side_panel.py::test_c060_mux_control_roles_split_by_source;tests/test_ui_side_panel.py::test_c061_mux_data_registers_collapsed_with_case_label,删除·v2已覆盖,"assert len(w.signals) == 5；assert len(mux_idx) == 2；assert w._analysis[mux_idx[0]][""status""] == ""clean""；assert any(""line路径"" in x for x in roles), roles；assert any(""local路径"" in x for x in roles), roles；assert sum(1 for x in roles if ""数据寄存器"" in x) == 3, roles"
tests/test_mux_wl_gui.py::test_lpbt_gui_header_single_ctrl,单控制 mux 头部 case 描述用基名,C-124,tests/test_ui_truth_panel.py::test_c124_c125_c126_mux_header_strip,删除·v2已覆盖,"assert ""case(d_logic_bt_lp_lna_agc)"" in txt, txt；assert ""另一路径抽测"" in txt"
tests/test_mux_wl_gui.py::test_gui_filter_no_owner,owner 多选菜单「（无 owner）×N」筛选,C-025,tests/test_ui_filter_bar.py::test_c024_c025_c026_c027_owner_menu,删除·v2已覆盖,"assert n_blank >= 2；assert G.NO_OWNER in w._owner_acts；assert act.text() == ""%s ×%d"" % (G.NO_OWNER, n_blank)；assert w._owner_filter == {G.NO_OWNER}；assert w._owner_filter == set()；assert w.owner_btn.text() == ""全部 owner""；assert w.table.isRowHidden(r) == bool(s.owner), s.out_name"
tests/test_mux_wl_gui.py::test_gui_filter_no_owner_absent_when_all_owned,全有 owner 时不出「（无 owner）」项,C-025,tests/test_ui_filter_bar.py::test_c024_c025_c026_c027_owner_menu,删除·v2已覆盖,assert G.NO_OWNER not in w._owner_acts
tests/test_mux_wl_gui.py::test_gui_filter_owner_multi_select,owner 多选 OR 筛 + 按钮文字带计数,C-024;C-026,tests/test_ui_filter_bar.py::test_c024_c025_c026_c027_owner_menu,删除·v2已覆盖,"assert ""Amy"" in w._owner_acts and ""Bob"" in w._owner_acts；assert w._owner_filter == {""Amy"", ""Bob""}；assert ""×2"" in w.owner_btn.text()；assert w._owner_filter == {""Bob""}；assert w.owner_btn.text() == ""owner: Bob""；assert w.table.isRowHidden(r) == (s.owner not in (""Amy"", ""Bob"")), (s.out_name, s.owner)"
tests/test_mux_wl_gui.py::test_wl_gui_mux_negatives_persist_across_reload,mux 反例勾选跨重开持久化,C-023;C-234,tests/test_ui_signal_list.py::test_c022_c023_check_and_neg_columns_write_state;tests/test_ui_state.py::test_set_neg_adds_one_and_reports_skipped;tests/test_ui_state.py::test_c234_load_restores_view_edits_and_checks,删除·v2已覆盖,"assert set(w1._mux_neg) == mux_lower；assert {n.lower() for n in w2._mux_neg_checked()} == mux_lower；assert g0.out_name.lower() not in w2._mux_neg；assert cell.checkState() == QtCore.Qt.Checked, s.out_name；assert cell.checkState() == want, s.out_name"
tests/test_mux_wl_gui.py::test_b1_mux_buttons_all_enabled_peer_with_logic,选 mux 时编辑按钮全可用 + tooltip 换 mux 语义,C-134;C-135,tests/test_ui_truth_model.py::test_c134_editable_kind_empty_means_readonly;tests/test_ui_truth_panel.py::test_c134_c135_buttons_disabled_and_mux_tips,删除·v2已覆盖,"assert w._ti_mux_sig is mux and w._ti_sig is None；assert ""mux"" in w._ti_btns[""加正向列""].toolTip()；assert ""case"" in w._ti_btns[""加正向列""].toolTip()；assert w._ti_sig is logic；assert w._ti_btns[""加正向列""].isEnabled()；assert ""mux："" not in w._ti_btns[""加正向列""].toolTip()；assert w._ti_btns[t].isEnabled(), t"
tests/test_mux_wl_gui.py::test_b1_cascade_toggle_rerenders_mux,切级联模式 → mux 真值表重渲,C-223,tests/test_ui_diagnostics.py::test_c218_c219_c220_cascade_retired,删除·能力退役(C-223),assert w._ti_mux_sig is mux；assert calls and calls[-1] is mux
tests/test_mux_wl_gui.py::test_cascade_decouple_gui,logic/mux 级联解耦 + 本信号级联,C-223;C-224,tests/test_ui_diagnostics.py::test_c218_c219_c220_cascade_retired,删除·能力退役(C-223/C-224),"assert w._logic_cascade() == ""cone"" and w._mux_cascade() == ""cone""；assert w._mux_cascade() == ""force"" and w._logic_cascade() == ""cone""；assert opts.mux_cascade == ""force"" and opts.logic_cascade == ""cone""；assert w._cascade_for(mux) == ""force""；assert w.sig_cascade_combo.isEnabled()；assert w._cascade_for(mux) == ""cone""；assert w._opts([""x""]).sig_cascade.get(mux.out_name.lower()) == ""cone""；assert w._cascade_for(mux) == ""force""；assert mux.out_name.lower() not in w._sig_cascade"
tests/test_mux_wl_gui.py::test_logic_signal_truth_table_uses_logic_cascade_not_mux,logic 信号真值表按 logic 级联渲染（上游 mux 展开成源寄存器）,C-223,tests/test_ui_diagnostics.py::test_c218_c219_c220_cascade_retired;tests/test_cross_boundary_mux_expand.py,删除·能力退役(C-223),"assert w._logic_cascade() == ""cone"" and w._mux_cascade() == ""force""；assert any(""lna_gain_ctrl_mode"" in b for b in bases), bases；assert any(""lna_gain_local"" in b for b in bases), bases；assert any(""linectrl_lna_gain"" in b for b in bases), bases；assert raw_net not in bases, bases；assert raw_net not in _ti_input_bases(w)；assert _ti_input_bases(w) == [raw_net]"
tests/test_mux_wl_gui.py::test_b2_mux_data_cell_editable_persist_reload,mux 数据行可手填 → 整表同步；控制行只读（v1 还落盘，v2 刻意改成会话档）,C-110;C-112,tests/test_ui_c3_integration.py::test_c110_c112_mux_data_value_end_to_end;tests/test_ui_dialogs.py::test_dlg_mux_data_c110_one_row_per_data_base;tests/test_ui_dialogs.py::test_dlg_mux_data_c110_typed_values_parse_eight_forms;tests/test_ui_dialogs.py::test_dlg_mux_data_c110_empty_means_back_to_auto;tests/test_ui_dialogs.py::test_dlg_mux_data_c110_bad_form_marks_red_and_keeps_open;tests/test_ui_dialogs.py::test_dlg_mux_data_c110_apply_to_goes_through_edits;tests/test_ui_truth_model.py::test_c110_c112_set_mux_data_value_syncs_whole_table_one_undo;tests/test_ui_truth_model.py::test_c110_set_mux_data_value_guards;tests/test_ui_truth_model.py::test_c294_paste_cannot_sneak_past_whole_table_mux_data;tests/test_ui_truth_panel.py::test_c110_mux_data_dialog_whole_table,删除·v2已覆盖,"assert grp is not None, ""没有任何 mux 组有可手填数据行""；assert dcell.flags() & QtCore.Qt.ItemIsEditable；assert w._mux_data.get(name_low, {}).get(base_low) == nv；assert any((b.get(""mux_data"") or {}).get(name_low, {}).get(base_low) == nv for b in saved.values()), saved；assert w2._mux_data.get(name_low, {}).get(base_low) == nv；assert not (w.ti_table.item(ctrl_rows[0], 0).flags() & QtCore.Qt.ItemIsEditable)"
tests/test_mux_wl_gui.py::test_mux_delete_column,mux 删列记签名 + build 同口径过滤,C-117,tests/test_ui_truth_model.py::test_c115_to_c123_mux_semantics,删除·v2已覆盖,assert sig0 in w._mux_dropped[mux.out_name.lower()]；assert len(w._ti_mux_vecs) == n0 - 1；assert sig0 in opts.mux_dropped[mux.out_name.lower()]；assert n_build == n0 - 1
tests/test_mux_wl_gui.py::test_mux_clear_and_regen,mux 一键清空=零用例；重新生成撤销恢复,C-118;C-119,tests/test_ui_truth_model.py::test_c115_to_c123_mux_semantics;tests/test_ui_truth_model.py::test_c085_regenerate_undo_restores_an_too,删除·v2已覆盖,"assert mux.out_name.lower() in w._mux_cleared；assert w._ti_mux_vecs == []；assert mux.out_name not in {st.get(""out_name"") for _l, st in res[""blocks""]}；assert mux.out_name.lower() not in w._mux_cleared；assert len(w._ti_mux_vecs) >= 2"
tests/test_mux_wl_gui.py::test_mux_regen_discards_all_customizations,mux 重新生成丢弃全部自定义,C-119,tests/test_ui_truth_model.py::test_c115_to_c123_mux_semantics;tests/test_ui_truth_model.py::test_c085_regenerate_undo_restores_an_too,删除·v2已覆盖,assert nl not in w._mux_dropped and nl not in w._mux_cleared；assert nl not in w._mux_neg and nl not in w._mux_expected
tests/test_mux_wl_gui.py::test_mux_drop_clear_persist_reopen,mux 删列+清空跨重开持久化,C-117;C-118;C-234,tests/test_ui_truth_model.py::test_c115_to_c123_mux_semantics;tests/test_ui_state.py::test_c234_load_restores_view_edits_and_checks,删除·v2已覆盖,"assert m_drop is not None；assert sig0 in w2._mux_dropped.get(m_drop.out_name.lower(), set())；assert m_clear.out_name.lower() in w2._mux_cleared"
tests/test_mux_wl_gui.py::test_mux_add_positive_user_col,mux 加正向列=克隆选中 case 成手编列并进 build,C-115,tests/test_ui_truth_model.py::test_c115_to_c123_mux_semantics,删除·v2已覆盖,"assert len(w._mux_user_vecs.get(nl, [])) == 1；assert uv.case_index is not None and not uv.is_negative and uv.name；assert len(w._ti_mux_vecs) == n0 + 1；assert w._ti_mux_user_start == n0；assert uv.name in ""\n"".join(blk[0])"
tests/test_mux_wl_gui.py::test_mux_user_col_data_editable_per_column,mux 手编列数据格只改本列、auto_out 按路由重算,C-111,tests/test_ui_truth_model.py::test_c111_mux_user_data_matches_edits;tests/test_ui_truth_panel.py::test_c111_context_set_mux_col_data,删除·v2已覆盖,"assert cell.flags() & QtCore.Qt.ItemIsEditable；assert uv.assignments.get(key) == newv；assert uv.exp_value == (uv.assignments.get(dk, 0) & ((1 << (grp.out_width or 1)) - 1))"
tests/test_mux_wl_gui.py::test_mux_copy_col_makes_user_col,mux 复制列克隆为唯一名手编列,C-116,tests/test_ui_truth_model.py::test_c115_to_c123_mux_semantics,删除·v2已覆盖,"assert len(w._mux_user_vecs.get(nl, [])) == 1；assert len(w._ti_mux_vecs) == n0 + 1；assert w._mux_user_vecs[nl][0].name"
tests/test_mux_wl_gui.py::test_mux_rename_user_col,mux 手编列可改名、自动列拒绝,C-120,tests/test_ui_truth_model.py::test_c115_to_c123_mux_semantics,删除·v2已覆盖,"assert w._mux_user_vecs[nl][0].name == ""MY_CASE""；assert seen[""info""]"
tests/test_mux_wl_gui.py::test_mux_add_neg_selected_and_del,mux 逐 case 加反例（_NEG）+ 删反例,C-121;C-123,tests/test_ui_truth_model.py::test_c115_to_c123_mux_semantics,删除·v2已覆盖,"assert len(negs) == 1 and len(w._ti_mux_vecs) == n0 + 1；assert W.test_label(w._ti_mux_vecs[-1]).endswith(""_NEG"")；assert blk[1][""n_negative""] >= 1；assert not [v for v in w._mux_user_vecs.get(nl, []) if v.is_negative]"
tests/test_mux_wl_gui.py::test_mux_add_neg_selected_dedup,mux 同一列重复加反例不叠,C-121,tests/test_ui_truth_model.py::test_c115_to_c123_mux_semantics,删除·v2已覆盖,"assert len([v for v in w._mux_user_vecs.get(nl, []) if v.is_negative]) == 1"
tests/test_mux_wl_gui.py::test_mux_user_vec_persist_reopen,mux 手编列跨重开持久化（含 case_index/name）,C-115;C-234,tests/test_ui_truth_model.py::test_c115_to_c123_mux_semantics;tests/test_ui_state.py::test_c234_load_restores_view_edits_and_checks,删除·v2已覆盖,assert len(restored) == 1 and restored[0].name == nm and restored[0].case_index == ci
tests/test_mux_wl_gui.py::test_mux_regen_drops_user_vecs,mux 重新生成清掉手编列,C-119,tests/test_ui_truth_model.py::test_c115_to_c123_mux_semantics;tests/test_ui_truth_model.py::test_c085_regenerate_undo_restores_an_too,删除·v2已覆盖,assert w._mux_user_vecs.get(nl)；assert nl not in w._mux_user_vecs
