id,area,capability,category,old_entry,backend_api,v2_location,test_ids,status,source,note
C-239,持久化与兼容,恢复/导入时，桶里有、当前表里找不到的信号跳过并点名 + 原因（改名？删行？mux 页不存在？）,保留,MW._apply_edits_bucket（missing）/ MW._restore_edits,—,,,待落点,Design§8-2; gui:_apply_edits_bucket,
C-240,持久化与兼容,桶里数值损坏（手改坏的 mux_expected / mux_data）逐条跳过并报个数，整个载入流程不崩,保留,gui._coerce_int_map / gui._deserialize_mux_vecs,—,,,待落点,gui:_coerce_int_map,文档没写代码里有：编辑文件可能被手改坏；每次载表都要读它，崩一次用户就再也打不开工具
C-241,持久化与兼容,designer 手填期望关 GUI / 换表都不丢，下次自动恢复并在状态栏报恢复了几个信号,保留,MW._persist_edits / MW._restore_edits / SV._persist,—,,,待落点,方案§4.1; 6月审计#2,
C-242,持久化与兼容,信号勾选（哪些信号进导出）持久化并在开工具时恢复,保留,MW._collect_checked / MW._apply_signal_checks / SV._collect_view_checks / SV._apply_view_checks,—,,,待落点,方案§4.1; 6月审计N1,
C-243,持久化与兼容,全勾=默认状态时不写勾选桶（保持旧桶逐字节不变、向后兼容）,保留,SV._collect_view_checks（names>=models 返回 None）,—,,,待落点,gui:_collect_view_checks,文档没写代码里有：保持旧桶逐字节不变，是同事回退旧版本仍能读的前提
C-244,持久化与兼容,批量操作（全选/清空/批量反例）挂起逐格存盘，结束统一写一次,保留,MW._persist_suspended（SV._check_all / SV._bulk_neg / MW.set_all_visible 等）,—,,,待落点,gui:_persist_suspended,文档没写代码里有：全选时否则要写几百次文件
C-245,持久化与兼容,单点覆盖档与单点级联档刻意不存盘（否则上次留的单点档会静默盖过全局下拉）,保留,SV._sig_cov / MW._sig_cov / MW._sig_cascade（_persist_edits 注释）,—,,,待落点,6月审计N3; gui:_persist_edits,
C-246,持久化与兼容,pytest 下不写用户的真实配置/编辑文件（防污染）,保留,gui._save_settings / gui._save_edits_file（pytest 判定）,—,,,待落点,gui:_save_edits_file,文档没写代码里有：v2 的测试基建要保住这条，否则跑一次测试覆盖用户真实手填期望
C-247,持久化与兼容,配置 .json 带版本号 dreg_verify_config: 2，导入时据此区分完整配置与旧版编辑文件,保留,MW._collect_config / MW.on_import_edits,—,,,待落点,gui:_collect_config,文档没写代码里有：区分完整配置与旧版编辑文件——两者导入语义完全不同（先清后载 vs 只合并）
C-248,持久化与兼容,探针前缀 .txt 的文件格式不变（红区 scan_rtl 产出的 probe_prefixes.txt 直接能导）,保留,MW.on_set_probe_prefix.do_import/do_export,generator.parse_probe_prefix_lines / generator.render_probe_prefix_grouped,,,待落点,计划§2-硬护栏; Design§3-Q6,
C-249,持久化与兼容,"RTL 补充逻辑 JSON 的文件格式不变（{基名: {enabled, expr, inputs:[{var,raw}], note}}）",保留,MW.on_logic_overrides._from_file / MW._validate_supplements,generator.make_supplement_signal,,,待落点,计划§2-硬护栏; 6月审计N4,
C-250,持久化与兼容,完整配置 .json 的字段集不变（老同事的配置文件仍能导入）,保留,MW._collect_config / MW.on_import_edits,—,,,待落点,计划§2-硬护栏; 6月审计#1a,
C-251,持久化与兼容,python -m dreg_verify.gui 入口不变,保留,gui.main,—,,,待落点,计划§2-硬护栏; 计划§3-C5,
C-252,持久化与兼容,旧门面退役方式,删除,MainWindow 的 legacy 段（约 4900 行）,—,,,待拍板(默认=搬到 legacy_gui.py，验收后删),计划§5-1; 方案§5-1,待拍板 #1：默认=搬到 legacy_gui.py，验收后删。v2 上线时旧门面从界面移除、代码整体搬到 dreg_verify/legacy_gui.py（python -m dreg_verify.legacy_gui 仍可跑），真表验收通过后一条命令删文件；备选=同一轮直接删（git tag 兜底）
C-253,快捷键与入口,Ctrl+O 打开 Excel,保留,MW._build_ui（browse.setShortcut）,—,,,待落点,Design§9; 清单§1,
C-254,快捷键与入口,Ctrl+L 重新载入当前 Excel,保留,MW._build_ui（load.setShortcut）,—,,,待落点,Design§9; 清单§1,
C-255,快捷键与入口,Ctrl+P 预览勾选集 .sv,保留,MW._build_ui（prev.setShortcut）,—,,,待落点,Design§9; 清单§1,
C-256,快捷键与入口,Ctrl+R 导出报告,保留,MW._build_ui（rep.setShortcut）,—,,,待落点,Design§9; 清单§1,
C-257,快捷键与入口,Ctrl+G 生成 .sv,保留,MW._build_ui（gen.setShortcut）,—,,,待落点,Design§9; 清单§1,
C-258,快捷键与入口,Ctrl+D 复制真值表列,保留,MW._build_testitems_tab（QShortcut on ti_table）,—,,,待落点,Design§9; 审计A; 审计次要,
C-259,快捷键与入口,窗口标题带代码版本（git 短 HEAD），一眼看出跑的是哪份代码,保留,gui._code_version + MW.__init__（setWindowTitle）,—,,,待落点,计划§2-⑥; gui:_code_version,
C-260,快捷键与入口,窗口初始 1360×800，最小可用到 1366×768,保留,MW.__init__（resize）,—,,,待落点,Design§9; 清单§1,
C-261,快捷键与入口,左右分栏默认宽度（清单 440 / 详情 760；legacy 640/700；信号表 540 / 明细 170）,保留,SV._build（split.setSizes）/ MW._build_ui（splitter.setSizes / left.setSizes）,—,,,待落点,清单§7; gui:_build,
C-262,快捷键与入口,分栏两侧都拖不没、手柄加粗好抓,保留,SV._build / MW._build_ui（setChildrenCollapsible(False) + setHandleWidth(6)）,—,,,待落点,gui:_build,文档没写代码里有：拖没了就再也拖不回来，只能重启工具
C-263,快捷键与入口,工具条按钮按可用宽度自动换行，窄屏不把面板挤没、分栏拖得动,保留,gui.FlowLayout,—,,,待落点,gui:FlowLayout,文档没写代码里有：按钮一多，普通布局会把面板最小宽度撑到分栏拖不动；这是分栏能用的前提
C-264,快捷键与入口,表格与信号名用等宽字体,保留,MW._mono,—,,,待落点,Design§9; gui:_mono,
C-265,快捷键与入口,切回某个视图时，只有覆盖度/上限真变过才重建清单（不每次切页都重跑全表）,保留,MW._on_main_tab_changed（built_key 指纹）,—,,,待落点,gui:_on_main_tab_changed,文档没写代码里有：每次切页都重跑 211 信号全表分析会卡；但档变了不重建又会显示陈旧的用例数
C-266,快捷键与入口,5 份逐字重复的工具条（约 110 个按钮）收成 1 份,合并,SignalView ×5 实例的工具条,—,,,待落点,方案§4.2; 清单§2; 方案§1,
C-267,快捷键与入口,6 个顶层 tab 收成 1 个工作台（左清单 + 右详情）,合并,MW.main_tabs 的 6 页,—,,,待落点,方案§4.2; Design§5-H1; 清单§1,
C-268,快捷键与入口,两处 .sv 预览（SignalView 的与 legacy 的）合成一处,合并,SV.sv / MW.preview,—,,,待落点,方案§4.2; 清单§2,
C-269,反馈与文案,状态栏逐操作反馈（加了几条反例、跳过几条、改名成什么、同步了哪个寄存器…）,保留,MW.status.showMessage（全局 statusBar）,—,,,待落点,清单§5; gui:_build_ui,
C-270,反馈与文案,跳过/过滤掉的内容必须点名 + 给原因，计数放后面,保留,gui._skipped_detail_text / SV._export_summary_text,generator.build（skipped）,,,待落点,Design§8-2; 清单§7; 方案§7,
C-271,反馈与文案,界面不出现仓库路径、git、CLI 命令、『请把下面发给维护者』,保留,MW.on_load（预览页 traceback）+ 6 处 tooltip 里的 CLI 命令,—,,,待落点,Design§8-1; 清单§7; 方案§3-轨0-7,
C-272,反馈与文案,载表出错时用工程师语言报错，不把 traceback 塞进 .sv 预览页,保留,MW.on_load（preview.setPlainText 分析异常清单）,—,,,待落点,Design§8-1; 清单§7; 计划§3-C1,
C-273,反馈与文案,禁用词就地解释或换说法（cone / F0–F4 / 缝 / prefixed-wire / wire 兜底 / 记账 / claims / tmm / regmap / CUVUNF）,新增,现 76 处 cone、16 处 CUVUNF 全窗口无定义,—,,,待落点,Design§8-6; 清单§6; 方案§7,
C-274,反馈与文案,术语替换表（每个禁用词给替代说法）作为一份可查的表落进代码,新增,无,—,,,待落点,Design§11-6; 计划§3-C1,
C-275,反馈与文案,所有显示线网名的地方区分『表里查到的』与『工具按命名约定猜的』,新增,无（resolver 的 found_in 有信息，界面不分）,resolver.Resolver（found_in）,,,待落点,Design§3-Q3; 方案§7; 计划§3-C2,
C-276,反馈与文案,载入 200+ 信号时给进行中态，分析放后台不卡界面,新增,无（on_load 同步跑完全表）,topout.topout_view_models,,,待落点,Design§11-3; 计划§3-C1; 方案§7,
C-277,反馈与文案,『Excel 没有某一页』『未解析信号』『规格冲突』『猜名线网』『手填与 auto 不一致』五种状态有统一的视觉表达,新增,散在 STATUS_LABEL / TOPO_STATUS_LABEL / 各处 tooltip,—,,,待落点,Design§11-3,
C-278,信号流图,每个信号一张门级图：源寄存器在左、顶层输出在右，每条线标真实网名 + 位宽,新增,无（数据层已在 sigflow.py）,sigflow.build_graph / sigflow.render_svg,,,待落点,方案§0-3; 方案§5-3; Design§6; TASK-013,
C-279,信号流图,图元齐全：寄存器盒 / 线控·RO 输入盒 / 猜名输入盒（虚线+角标）/ AND·OR·NOT·XOR·NAND / MUX2 / MUXn（每支标 case 值含 don't-care，冲突支红虚线+Excel 行号）/ DFT 门控盒 / 总线抽头合并 / 改名·电平移位透传块 / 顶层输出端子,新增,无,sigflow.render_svg,,,待落点,Design§6; TASK-013,
C-280,信号流图,图在 GUI 详情页显示（三视合一之一）,新增,无（数据层不挂现 GUI）,sigflow.render_svg,,,待落点,方案§5-3; Design§5-H2; TASK-015,
C-281,信号流图,图可缩放平移,新增,无,—,,,待落点,Design§6; TASK-015,
C-282,信号流图,点一根线 → 展开链 / 真值表 / 输入表里同名行联动高亮,新增,无,sigflow.render_svg（data-net）,,,待落点,Design§3-Q2; Design§6; TASK-015,
C-283,信号流图,hover 寄存器盒出地址/位段/为什么判成 RO 或 RW,新增,无,sigflow.build_graph（binding.note）,,,待落点,Design§6; TASK-015,
C-284,信号流图,图导出 SVG / PNG,新增,无,sigflow.render_svg / sigflow.render_png,,,待落点,Design§6; TASK-015; 计划§5-3,
C-285,信号流图,同一张图内联进 HTML 报告,新增,报告路径已可内联,sigflow.attach_report_svgs,,,待落点,Design§6; TASK-013; TASK-015,
C-286,信号流图,排版打磨：交叉最小化 / ANSI 门形 / 列缝按最长标签定宽 / 端口标签让位 / channel 超 6 条不重叠,新增,无,sigflow.render_svg,,,待落点,TASK-015; 计划§5-3,
C-287,信号流图,数据层改动点 B / D / E + RO 回读根挂图 + review 遗留 M4/m2/m3/m5/m7(b),新增,无,sigflow.build_graph / sigflow.attach_report_svgs,,,待拍板(默认=进本轮),TASK-015; 计划§5-3,待拍板 #3：默认=进本轮。改动点 B/D/E + RO 回读根挂图 + review 遗留 M4/m2/m3/m5/m7(b) 一起做
C-288,信号流图,覆盖度叠加：把当前向量集实际走到的 mux 支点亮、没被驱动过的支涂灰（假绿可视化）,新增,无,sigflow.build_graph,,,待拍板(默认=v2 之后单开任务),方案§3-轨1-二期; TASK-015; 计划§5-3,待拍板 #3：默认=v2 之后单开任务。
C-289,信号流图,多信号总览图 + PDF 导出,新增,无,—,,,待拍板(默认=v2 之后单开任务),TASK-015; 计划§5-3,待拍板 #3：默认=v2 之后单开任务。
C-290,新增,粘贴一份信号名单，一次勾上对应的信号,新增,无（两边都没有）,—,,,待拍板(默认=进本轮 C1),审计B; TASK-007; 计划§5-5,待拍板 #5：默认=进本轮 C1。
C-291,新增,把当前的勾选/筛选存成一个命名预设，下次一键取回,新增,无（两边都没有）,—,,,待拍板(默认=进本轮 C1),TASK-007; 计划§5-5,待拍板 #5：默认=进本轮 C1。
C-292,新增,按模块前缀把信号分组显示,删除,无（两边都没有）,—,,,待拍板(默认=不做),TASK-007; 计划§5-5,待拍板 #5：默认=不做。owner 筛 + 排序已覆盖
C-293,新增,真值表多格选区（像 Excel 一样框选一片单元格）,新增,无,—,,,待落点,方案§5-5; Design§5-H6; Design§10,
C-294,新增,TSV 粘贴落在活动格；粘贴超出行数自动追加；整次粘贴算一个撤销步,新增,无,—,,,待落点,方案§5-5; Design§5-H6,
C-295,新增,冻结左侧信号名列与列表头,新增,无（行表头已是纵表头，列表头未冻结）,—,,,待落点,方案§5-5; Design§5-H6,
C-296,新增,真值表右键行列菜单,新增,无（审计实测两边都没有右键菜单）,—,,,待落点,方案§5-5; Design§5-H6; 审计A,
C-297,新增,放大到接近全屏的编辑覆盖层,新增,无,—,,,待落点,方案§5-5; Design§5-H6,
C-298,新增,从 CSV / xlsx 批量导入期望值（一个信号 25 列、一张表上百次单元格编辑）,新增,无,—,,,待落点,方案§5-5; Design§3-Q4; Design§10; 清单§5,
C-299,新增,撤销 / 重做（真值表编辑）,新增,无,—,,,待落点,方案§5-5; Design§5-H6,
